No.;Tanggal;Delik;Sektor;Instansi;Unit Kerja;Provinsi;Kabupaten/Kota;Tahun;Kode Kabupaten;Kode Provinsi
807;25/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI SULAWESI BARAT;;SULAWESI BARAT;MAMUJU;2010;7604;7604
808;09/09/14 00.00;Penyuapan;-;MAHKAMAH KONSTITUSI;;SUMATERA SELATAN;PALEMBANG;2013;1671;1671
809;19/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEPOLISIAN DAERAH KALIMANTAN SELATAN;;KALIMANTAN SELATAN;BANJARMASIN;2014;6371;6371
810;20/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN LEMBATA;;NUSA TENGGARA TIMUR;LEMBATA;2014;5308;5371
811;30/09/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;KEMENTERIAN PENDIDIKAN NASIONAL;KEMENTERIAN PENDIDIKAN NASIONAL;JAWA TIMUR;MALANG;2014;3507;7835
812;30/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN TOLIKARA;PEMERINTAH KABUPATEN TOLIKARA;PAPUA;TOLIKARA;2014;9418;9471
813;03/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN PADANG LAWAS;PEMERINTAH KABUPATEN PADANG LAWAS;SUMATERA UTARA;PADANG LAWAS;2012;1221;1275
814;01/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI BENGKULU;;BENGKULU;BENGKULU;2011;1771;1771
815;23/10/14 00.00;Penyuapan;EKSEKUTIF;KEMENTERIAN KEUANGAN;DITJEN PAJAK;JAWA BARAT;BEKASI;2014;3216;3273
816;19/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN BUTON UTARA;;SULAWESI TENGGARA;BUTON UTARA;2011;7409;7471
817;17/09/14 00.00;Gratifikasi;;PENGADILAN TINGGI DKI JAKARTA;;DKI JAKARTA;JAKARTA BARAT;2014;3174;3173
818;30/09/14 00.00;Penyuapan;-;PENGADILAN NEGERI MALANG;;JAWA TIMUR;MALANG;2009;3507;7835
819;18/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN LUAR NEGERI;--;TEHERAN;TEHERAN;2008;#N/A;#N/A
820;01/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN PADANG LAWAS;PEMERINTAH KABUPATEN PADANG LAWAS;SUMATERA UTARA;PADANG LAWAS;2012;1221;1275
821;19/10/14 00.00;Penyuapan;;PEMERINTAH KABUPATEN MALUKU UTARA;PEMERINTAH KABUPATEN MALUKU UTARA;MALUKU UTARA;TERNATE;2014;8271;8271
822;26/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN KEUANGAN;KEMENTERIAN KEUANGAN;KALIMANTAN TIMUR;SAMARINDA;2007;6472;6471
823;07/10/14 00.00;Gratifikasi;;PEMERINTAH KABUPATEN BOVEN DIGOEL;DINAS PU/KIMPRASWIL KABUPATEN BOVEN DIGOEL;PAPUA;BOVEN DIGOEL;2014;9413;9471
824;10/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA SURABAYA;;JAWA TIMUR;SURABAYA;2007;3578;7835
825;19/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BUTON UTARA;;SULAWESI TENGGARA;BUTON UTARA;2011;7409;7471
826;18/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI DKI JAKARTA;;NUSA TENGGARA TIMUR;---;0;#N/A;5371
827;22/10/14 00.00;Gratifikasi;;PEMERINTAH KABUPATEN KENDAL;PEMERINTAH KABUPATEN KENDAL;JAWA TENGAH;KENDAL;2014;3324;3374
828;01/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI SUMATERA SELATAN;PEMERINTAH PROVINSI SUMATERA SELATAN;SUMATERA SELATAN;PALEMBANG;2013;1671;1671
829;21/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI SUMATERA SELATAN;PEMERINTAH PROVINSI SUMATERA SELATAN;SUMATERA SELATAN;PALEMBANG;2013;1671;1671
830;08/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;PEMERINTAH KABUPATEN BERAU;PEMERINTAH KABUPATEN BERAU;KALIMANTAN TIMUR;BERAU;2012;6405;6471
831;10/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN KELAUTAN DAN PERIKANAN;;DKI JAKARTA;JAKARTA PUSAT;2010;3173;3173
832;22/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN NEGARA BUMN;;GORONTALO;BOALEMO;2008;7501;7571
833;03/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN LABUHAN BATU;;SUMATERA UTARA;LABUHAN BATU;2012;1207;1275
834;09/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN PENDIDIKAN NASIONAL;;MALUKU;AMBON;2010;8171;8171
835;11/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA KEDIRI;;JAWA TIMUR;KEDIRI;2010;3506;7835
836;08/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;LEGISLATIF;DPR-RI;DPR-RI;DKI JAKARTA;JAKARTA PUSAT;2010;3173;3173
837;21/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI SUMATERA SELATAN;PEMERINTAH PROVINSI SUMATERA SELATAN;SUMATERA SELATAN;PALEMBANG;2013;1671;1671
838;10/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. PERTAMINA;;NUSA TENGGARA TIMUR;---;2010;#N/A;5371
839;13/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;NON PEMERINTAH - SWASTA;;SUMATERA UTARA;TAPANULI TENGAH;2007;1204;1275
840;08/10/14 00.00;Pemerasan;-;PENGADILAN NEGERI BOGOR;PENGADILAN NEGERI BOGOR;JAWA BARAT;BOGOR;2014;3201;3273
841;11/09/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;KEMENTERIAN AGAMA;KEMENTERIAN AGAMA;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
842;07/10/14 00.00;Penyuapan;;PEMERINTAH PROVINSI RIAU;;RIAU;PEKANBARU;2014;1471;1471
843;09/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PERUM LEMBAGA PENYELENGGARA PELAYANAN NAVIGASI PENERBANGAN INDONESIA (LPPNPI);;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
844;16/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;PEMERINTAH KABUPATEN LANGKAT;PEMERINTAH KABUPATEN LANGKAT;SUMATERA UTARA;LANGKAT;2012;1213;1275
845;18/09/14 00.00;Penyuapan;;PEMERINTAH PROVINSI KALIMANTAN TENGAH;PEMERINTAH PROVINSI KALIMANTAN TENGAH;KALIMANTAN TENGAH;MURUNG RAYA;2012;6213;6271
846;10/10/14 00.00;Pemerasan;;KEPOLISIAN WILAYAH KOTA BESAR SURABAYA;KEPOLISIAN WILAYAH KOTA BESAR SURABAYA;JAWA TIMUR;SURABAYA;2014;3578;7835
847;17/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI JAWA TIMUR;;JAWA TIMUR;SURABAYA;2009;3578;7835
848;14/10/14 00.00;Gratifikasi;-;PEMERINTAH KABUPATEN BARRU;PEMERINTAH KABUPATEN BARRU;SULAWESI SELATAN;BARRU;2012;7310;7371
849;18/08/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN PEKERJAAN UMUM;;JAWA BARAT;TASIKMALAYA;2011;3206;3273
850;25/09/14 00.00;Penyuapan;-;PEMERINTAH KABUPATEN BUTON UTARA;PEMERINTAH KABUPATEN BUTON UTARA;SULAWESI TENGGARA;BUTON UTARA;2014;7409;7471
851;13/08/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI DKI JAKARTA;PEMERINTAH PROVINSI DKI JAKARTA;DKI JAKARTA;JAKARTA TIMUR;2007;3172;3173
852;24/09/14 00.00;Pemerasan;EKSEKUTIF;KEMENTERIAN KEUANGAN;DITJEN PAJAK;JAWA TENGAH;SURAKARTA;2013;3372;3374
853;15/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;EKSEKUTIF;KOMISI PEMBERANTASAN KORUPSI (KPK);KOMISI PEMBERANTASAN KORUPSI (KPK);DKI JAKARTA;JAKARTA TIMUR;2014;3172;3173
854;10/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN KELAUTAN DAN PERIKANAN;;DKI JAKARTA;JAKARTA PUSAT;2010;3173;3173
855;10/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN PENDIDIKAN NASIONAL;;KALIMANTAN SELATAN;BANJARMASIN;2011;6371;6371
856;15/10/14 00.00;Gratifikasi;;PEMERINTAH PROVINSI LAMPUNG;;LAMPUNG;BANDAR LAMPUNG;2013;1871;1871
857;08/10/14 00.00;Penyuapan;-;KEMENTERIAN TENAGA KERJA DAN TRANSMIGRASI;;NANGGROE ACEH DARUSALAM;SEMUA KOTA;2014;11;1171
858;29/08/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI LAMPUNG;;LAMPUNG;BANDAR LAMPUNG;2013;1871;1871
859;29/08/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI LAMPUNG;;LAMPUNG;BANDAR LAMPUNG;2013;1871;1871
860;09/09/14 00.00;Penyuapan;-;KEJAKSAAN NEGERI SAMPIT;KEJAKSAAN NEGERI SAMPIT;KALIMANTAN TENGAH;KOTAWARINGIN TIMUR;2014;6202;6271
861;15/10/14 00.00;Gratifikasi;-;PEMERINTAH PROVINSI LAMPUNG;;LAMPUNG;BANDAR LAMPUNG;2013;1871;1871
862;17/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA MATARAM;;NUSA TENGGARA BARAT;MATARAM;2012;5271;5271
863;03/10/14 00.00;Pemerasan;-;KEJAKSAAN NEGERI TOLI-TOLI;KEJAKSAAN NEGERI TOLI-TOLI;SULAWESI TENGAH;TOLI-TOLI;2014;7206;7271
864;25/08/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI JAMBI;PEMERINTAH PROVINSI JAMBI;JAMBI;JAMBI;0;1571;1571
865;23/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN NIAS BARAT;PEMERINTAH KABUPATEN NIAS BARAT;SUMATERA UTARA;NIAS BARAT;2012;1225;1275
866;10/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN KAMPAR;;RIAU;KAMPAR;2014;1406;1471
867;10/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN SINTANG;DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN SINTANG;KALIMANTAN BARAT;SINTANG;2002;6107;6171
868;14/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN MALUKU UTARA;PEMERINTAH KABUPATEN MALUKU UTARA;MALUKU UTARA;HALMAHERA BARAT;2001;8201;8271
869;03/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;BADAN PENGEMBANGAN SUMBER DAYA KOPERASI DAN PENGUSAHA KECIL DAN MENENGAH (BPS-KPKM);;DKI JAKARTA;JAKARTA UTARA;2007;3175;3173
870;29/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI KALIMANTAN TENGAH;PEMERINTAH PROVINSI KALIMANTAN TENGAH;KALIMANTAN TENGAH;PALANGKA RAYA;2009;6271;6271
871;16/10/14 00.00;Penyuapan;;PENGADILAN TINGGI DKI JAKARTA;;DKI JAKARTA;JAKARTA BARAT;2013;3174;3173
872;21/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;PT. SEMEN GRESIK TBK;PT. SEMEN GRESIK TBK;JAWA TIMUR;GRESIK;2011;3525;7835
873;07/10/14 00.00;Gratifikasi;-;PEMERINTAH KABUPATEN BOVEN DIGOEL;DINAS PU/KIMPRASWIL KABUPATEN BOVEN DIGOEL;PAPUA;BOVEN DIGOEL;2014;9413;9471
874;30/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN TOLIKARA;;PAPUA;TOLIKARA;2012;9418;9471
875;16/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. SEMEN GRESIK TBK;PT. SEMEN GRESIK TBK;JAWA TIMUR;GRESIK;2010;3525;7835
876;07/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN PERHUBUNGAN;DITJEN PERKERETAAPIAN;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
877;14/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN ROTE NDAU;PEMERINTAH KABUPATEN ROTE NDAU;NUSA TENGGARA TIMUR;ROTE NDAO;2012;5314;5371
878;13/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEJAKSAAN AGUNG REPUBLIK INDONESIA;KEJAKSAAN AGUNG REPUBLIK INDONESIA;DKI JAKARTA;JAKARTA SELATAN;2001;3171;3173
879;03/11/14 00.00;Penyuapan;-;DEWAN PERWAKILAN RAKYAT DAERAH KOTA TANGERANG SELATAN;;BANTEN;TANGERANG SELATAN;2014;3674;3604
880;15/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KOTA BEKASI;PEMERINTAH KOTA BEKASI;JAWA BARAT;BEKASI;2009;3216;3273
881;15/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN BUTON;;SULAWESI TENGGARA;BAUBAU;2014;7472;7471
882;24/10/14 00.00;Penyuapan;BUMN;PT. PERTAMINA;PT. PERTAMINA;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
883;10/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN KOPERASI DAN UKM;;NANGGROE ACEH DARUSALAM;SEMUA KOTA;0;11;1171
884;10/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN KAMPAR;;RIAU;KAMPAR;2014;1406;1471
885;23/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;;;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
886;26/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;BADAN PELAKSANA KEGIATAN USAHA HULU MIGAS (BP MIGAS);BADAN PELAKSANA KEGIATAN USAHA HULU MIGAS (BP MIGAS);NANGGROE ACEH DARUSALAM;SEMUA KOTA;2009;11;1171
887;25/08/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI JAMBI;PEMERINTAH PROVINSI JAMBI;JAMBI;JAMBI;0;1571;1571
888;28/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEJAKSAAN TINGGI KEPULAUAN RIAU;KEJAKSAAN TINGGI KEPULAUAN RIAU;KEPULAUAN RIAU;BATAM;2004;2171;2171
889;10/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. PERTAMINA;;DKI JAKARTA;JAKARTA PUSAT;2012;3173;3173
890;30/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN NIAS SELATAN;PEMERINTAH KABUPATEN NIAS SELATAN;SUMATERA UTARA;NIAS SELATAN;2012;1214;1275
891;03/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL;KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL;JAWA TIMUR;SUMENEP;2014;3529;7835
892;05/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN SRAGEN;PEMERINTAH KABUPATEN SRAGEN;JAWA TENGAH;SRAGEN;2013;3314;3374
893;27/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;PEMERINTAH KABUPATEN BANYUWANGI;PEMERINTAH KABUPATEN BANYUWANGI;JAWA TIMUR;BANYUWANGI;2006;3510;7835
894;30/10/14 00.00;Penyuapan;-;MAHKAMAH KONSTITUSI;;KALIMANTAN BARAT;SINGKAWANG;2012;6172;6171
895;16/09/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;PEMERINTAH KABUPATEN INDRAGIRI HILIR;PEMERINTAH KABUPATEN INDRAGIRI HILIR;RIAU;INDRAGIRI HILIR;2014;1403;1471
896;17/09/14 00.00;Gratifikasi;-;KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL;;KEPULAUAN RIAU;BATAM;2013;2171;2171
897;16/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;BADAN PELAKSANA KEGIATAN USAHA HULU MIGAS (BP MIGAS);;DKI JAKARTA;JAKARTA PUSAT;2008;3173;3173
898;29/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN KARANGANYAR;PEMERINTAH KABUPATEN KARANGANYAR;JAWA TENGAH;KARANGANYAR;2003;3313;3374
899;15/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI KALIMANTAN BARAT;PEMERINTAH PROVINSI KALIMANTAN BARAT;KALIMANTAN BARAT;PONTIANAK;2006;6171;6171
900;09/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA TEGAL;PEMERINTAH KOTA TEGAL;JAWA TENGAH;TEGAL;2014;3328;3374
901;23/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. BANK JABAR BANTEN (BJB);;JAWA BARAT;BANDUNG;0;3204;3273
902;28/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN TOBA SAMOSIR;;SUMATERA UTARA;TOBA SAMOSIR;2008;1206;1275
903;26/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA BEKASI;PEMERINTAH KOTA BEKASI;JAWA BARAT;BEKASI;2009;3216;3273
904;18/09/14 00.00;Penyuapan;;PT. BANK JABAR BANTEN (BJB);;BANTEN;SERANG;0;3604;3604
905;01/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;PEMERINTAH KABUPATEN SIMALUNGUN;PEMERINTAH KABUPATEN SIMALUNGUN;SUMATERA UTARA;SIMALUNGUN;2014;1209;1275
906;24/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN SAMBAS;DINAS PENDIDIKAN KABUPATEN SAMBAS;KALIMANTAN BARAT;SAMBAS;2012;6101;6171
907;02/10/14 00.00;Penyuapan;;PEMERINTAH KOTA BEKASI;PEMERINTAH KOTA BEKASI;JAWA BARAT;BEKASI;2010;3216;3273
908;05/11/14 00.00;Penyuapan;;KEJAKSAAN AGUNG REPUBLIK INDONESIA;;SULAWESI TENGGARA;KOLAKA UTARA;2014;7408;7471
909;31/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;DEWAN PERWAKILAN RAKYAT DAERAH PROVINSI KALIMANTAN BARAT;DEWAN PERWAKILAN RAKYAT DAERAH PROVINSI KALIMANTAN BARAT;KALIMANTAN BARAT;PONTIANAK;2014;6171;6171
910;29/09/14 00.00;Pemerasan;EKSEKUTIF;KEMENTERIAN KEUANGAN;DITJEN PAJAK;KALIMANTAN BARAT;PONTIANAK;2014;6171;6171
911;10/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;;;JAWA TIMUR;SURABAYA;2014;3578;7835
912;29/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;;;SULAWESI SELATAN;MAKASSAR;2007;7371;7371
913;16/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. PELINDO II;;DKI JAKARTA;JAKARTA UTARA;2010;3175;3173
914;30/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI JAWA TIMUR;;JAWA TIMUR;SURABAYA;2013;3578;7835
915;05/08/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA BEKASI;;JAWA BARAT;BEKASI;2009;3216;3273
916;20/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI JAWA TENGAH;PEMERINTAH PROVINSI JAWA TENGAH;JAWA TENGAH;SEMARANG;2010;3322;3374
917;15/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA JAKARTA TIMUR;PEMERINTAH KOTA JAKARTA TIMUR;DKI JAKARTA;JAKARTA TIMUR;2013;3172;3173
918;17/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH PROVINSI SUMATERA UTARA;PEMERINTAH PROVINSI SUMATERA UTARA;SUMATERA UTARA;TAPANULI UTARA;2013;1205;1275
919;20/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;PT. BANK JABAR BANTEN (BJB);PT. BANK JABAR BANTEN (BJB);JAWA BARAT;BANDUNG;2014;3204;3273
920;30/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN PENDIDIKAN NASIONAL;KEMENTERIAN PENDIDIKAN NASIONAL;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
921;02/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BANTUL;PEMERINTAH KABUPATEN BANTUL;D.I. YOGYAKARTA;BANTUL;2011;3402;#N/A
922;31/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;PEMERINTAH KABUPATEN BANGKALAN;PEMERINTAH KABUPATEN BANGKALAN;JAWA TIMUR;BANGKALAN;2014;3526;7835
923;29/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;PEMERINTAH KABUPATEN BERAU;PEMERINTAH KABUPATEN BERAU;KALIMANTAN TIMUR;BERAU;2011;6405;6471
924;01/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;OTORITAS JASA KEUANGAN (OJK);;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
925;15/10/14 00.00;Penyuapan;;PENGADILAN TINGGI DKI JAKARTA;PENGADILAN TINGGI DKI JAKARTA;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
926;15/08/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN KENDAL;;JAWA TENGAH;KENDAL;2002;3324;3374
927;09/05/14 00.00;Penyuapan;LEGISLATIF;DPR-RI;DPR-RI;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
928;02/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;BADAN PELAKSANA KEGIATAN USAHA HULU MIGAS (BP MIGAS);BADAN PELAKSANA KEGIATAN USAHA HULU MIGAS (BP MIGAS);DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
929;28/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN LEBONG;;BENGKULU;LEBONG;2010;1707;1771
930;20/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA TANGERANG SELATAN;PEMERINTAH KOTA TANGERANG SELATAN;BANTEN;TANGERANG SELATAN;2004;3674;3604
931;08/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. HUTAMA KARYA;PT. HUTAMA KARYA;DKI JAKARTA;JAKARTA SELATAN;2013;3171;3173
